pmcid,one health,one medicine,animal,human,environment,ecosystem,ecohealth,antimicrobial resistance,antibiotic resistance,drug resistance,multidrug resistance,resistance,amr,arb,ar,mdr,dairy,cow,beef,cattle,poultry,swine,chicken,pig,turkey,fish,porcine,bovine,soil,agriculture,wastewater,pharmaceutical,drinking water,groundwater,surface water,compost,manure,biosolids,aquaculture
PMC5595128,0,0,4,20,0,0,0,0,0,2,1,39,0,1,176,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5595296,0,0,0,8,1,0,0,0,0,16,12,69,0,0,149,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0
PMC5595850,0,0,0,12,0,0,0,0,0,0,0,5,0,1,132,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0
PMC5596349,0,0,0,11,5,0,0,0,0,10,1,15,0,2,400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5596583,0,0,0,7,5,0,0,0,0,0,0,2,0,0,204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5597071,0,0,1,15,0,0,0,0,0,0,0,5,0,15,199,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0
PMC5597468,0,0,1,4,1,0,0,0,0,0,0,0,1,2,184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5597741,0,0,2,17,3,0,0,0,0,0,0,6,0,1,374,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5597968,0,0,2,5,4,0,0,0,0,0,0,6,0,4,269,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5598403,0,0,1,28,0,0,0,0,0,0,0,12,0,2,180,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PMC5598954,0,0,1,6,1,0,0,0,0,0,0,5,1,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5599593,0,0,0,2,3,0,0,0,5,0,0,11,0,49,320,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5600722,0,0,8,66,41,0,0,0,0,0,0,74,0,41,508,0,1,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PMC5601064,0,0,8,69,7,1,0,1,7,0,0,17,0,9,329,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
PMC5601171,0,0,6,23,5,0,0,0,0,4,2,28,2,6,357,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
PMC5601700,0,0,4,44,7,0,0,0,0,2,0,14,0,3,334,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5601912,0,0,1,3,2,0,0,0,0,0,0,62,0,4,172,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5602681,0,0,0,8,0,0,0,0,0,6,0,6,0,2,106,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5602926,0,0,14,14,6,0,0,2,1,1,0,9,0,0,184,0,0,0,0,1,33,0,47,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
PMC5604163,0,0,0,5,3,0,0,0,0,0,0,2,0,2,181,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5605000,0,0,11,1,0,0,0,0,0,0,0,5,0,1,257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
PMC5605600,0,0,0,24,0,0,0,0,0,1,0,5,0,10,172,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC5605632,0,0,5,4,2,0,0,2,1,7,0,95,0,2,229,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5606059,0,0,3,59,0,0,0,0,0,0,0,7,0,13,312,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5607119,0,0,0,5,3,0,0,0,0,0,0,2,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5607856,0,0,0,3,2,0,0,2,6,4,0,19,5,0,125,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5608286,0,0,7,12,3,0,0,0,0,5,2,18,0,0,344,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC5608428,0,0,5,4,0,0,0,0,0,6,0,51,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5608918,0,0,7,32,5,0,0,0,0,0,0,13,0,1,349,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,4,0,0,0,0,0,0
PMC5609240,0,0,4,13,1,0,0,1,4,1,0,14,0,2,117,0,1,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
PMC5609916,0,0,5,12,0,0,0,0,0,0,0,1,0,0,205,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5610317,0,0,6,40,0,0,0,0,0,0,0,30,0,0,439,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PMC5610705,0,0,1,4,16,0,0,1,6,0,0,41,0,3,304,0,0,0,0,0,1,0,0,1,0,0,0,0,49,3,0,1,0,0,0,0,0,0,0
PMC5611540,0,0,10,19,26,0,0,0,0,1,1,27,0,10,278,0,0,0,0,2,4,0,13,1,0,1,1,3,2,2,0,0,1,0,8,0,0,0,0
PMC5611664,0,0,2,3,6,0,0,0,0,0,0,8,0,1,208,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0
PMC5612729,0,0,7,20,0,0,0,0,0,0,0,2,0,4,265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5613963,0,0,12,8,1,0,0,0,0,0,0,10,0,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5614558,0,0,11,14,25,0,0,0,0,7,2,41,0,8,354,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5614733,0,0,0,12,1,2,0,0,0,0,0,8,0,2,166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5615196,0,0,0,10,0,0,0,0,0,2,0,60,0,1,130,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5615453,0,0,0,7,0,0,0,0,0,5,0,14,0,0,361,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,1,0,0,0,0
PMC5615538,0,0,8,18,16,1,0,9,32,2,2,130,1,1,238,0,4,0,0,0,0,1,2,0,0,0,1,1,0,0,4,2,1,0,1,0,0,0,0
PMC5617346,0,0,11,17,24,0,0,0,0,0,0,7,0,7,318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5617412,0,0,0,17,1,0,0,0,0,0,0,10,0,5,246,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5617973,0,0,10,1,3,0,0,0,0,0,0,4,0,3,281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5618032,0,0,0,0,6,0,0,0,0,0,0,20,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5618411,0,0,1,10,12,2,0,7,8,0,0,33,0,23,807,3,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,11,0,0,0,0,0,0,2
PMC5618579,0,0,8,3,0,0,0,0,0,0,0,16,0,4,273,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5618766,0,0,0,55,1,0,0,0,0,0,0,43,0,3,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5620081,0,0,0,0,4,0,0,0,9,0,0,61,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5620195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5620616,0,0,5,30,0,0,0,0,0,6,6,13,0,3,481,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
PMC5621021,0,0,0,8,0,0,0,0,0,0,0,17,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5621631,0,0,25,3,0,0,0,0,0,0,0,3,0,2,77,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PMC5622171,0,0,14,55,1,0,0,0,0,4,2,6,0,7,392,6,0,0,0,0,0,0,0,1,0,10,0,2,0,0,0,1,0,0,0,0,0,0,0
PMC5622468,0,0,3,25,1,0,0,0,0,0,0,8,0,8,220,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5622688,0,0,1,10,0,0,0,0,0,0,0,9,0,13,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0
PMC5622998,0,0,6,25,8,1,0,1,25,7,7,66,4,6,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PMC5623682,0,0,4,21,1,0,0,0,0,0,0,4,0,0,224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5623931,0,0,3,57,10,0,0,0,0,0,0,27,1,7,506,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PMC5624375,0,0,0,4,1,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5625715,0,0,0,9,0,0,0,0,0,0,0,6,0,2,211,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5626460,0,0,0,0,13,19,0,0,0,0,0,38,0,12,369,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0
PMC5626926,0,0,30,17,4,0,0,5,5,4,4,78,0,74,311,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
PMC5627411,0,0,2,20,1,0,0,0,0,0,0,11,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5628015,0,0,1,0,15,1,0,0,0,0,0,8,0,21,382,0,0,0,0,0,0,0,0,1,0,4,0,0,14,1,0,0,0,0,0,0,0,0,0
PMC5628454,0,0,1,4,0,0,0,0,0,6,1,38,0,2,158,172,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
PMC5628494,0,0,1,50,6,1,0,0,0,0,0,14,0,9,350,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PMC5629215,0,0,0,8,0,0,0,0,0,0,0,5,0,1,238,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5629805,0,0,2,10,0,0,0,0,0,0,0,12,0,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5630444,0,0,5,25,1,0,0,0,0,0,0,7,0,4,314,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5632310,0,0,51,3,2,0,0,0,0,0,0,1,0,4,236,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5632658,0,0,2,4,14,0,0,0,1,0,0,90,0,0,190,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,6,0,0,0,0,0,0
PMC5632865,0,0,6,8,25,1,0,2,17,2,2,65,0,0,163,0,0,0,0,1,2,0,1,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,16
PMC5633028,0,0,16,4,0,0,0,0,0,0,0,0,0,2,245,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5633527,0,0,2,11,2,0,0,0,0,0,0,8,0,4,124,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
PMC5634290,0,0,4,24,0,0,0,0,0,0,0,7,0,9,324,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PMC5634579,0,0,0,7,0,0,0,0,0,2,0,23,0,3,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5634883,0,0,1,4,4,0,0,5,3,3,2,44,3,45,249,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC5635797,0,0,0,12,4,0,0,0,0,0,0,0,1,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5636722,0,0,0,12,0,0,0,0,0,0,0,14,0,10,184,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PMC5637339,0,0,2,17,18,0,0,0,0,0,0,3,0,2,639,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0
PMC5638611,0,0,5,5,0,0,0,0,0,1,0,16,0,3,294,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1
PMC5639100,0,0,2,3,2,0,0,0,0,2,2,2,1,2,194,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5639430,0,0,0,55,1,0,0,0,0,0,0,1,0,6,241,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
PMC5640775,0,0,1,12,3,0,0,1,0,1,0,9,0,2,202,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
PMC5640889,0,0,3,69,17,0,0,0,0,2,0,32,0,12,649,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0
PMC5640985,0,0,5,9,0,0,0,0,0,10,0,26,0,12,121,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC5641100,0,0,0,15,1,0,0,0,0,0,0,19,0,1,163,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5641130,0,0,0,9,0,0,0,0,0,0,0,59,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC5641215,0,0,0,19,0,0,0,0,0,2,1,16,0,20,411,0,0,2,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC5641570,0,0,1,12,1,0,0,0,0,0,0,8,0,3,272,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
PMC5641934,0,0,8,47,1,0,0,0,0,0,0,8,0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5642388,0,0,0,24,13,0,0,0,0,2,0,18,1,4,315,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5642492,0,0,0,10,0,0,0,0,0,9,9,12,0,1,159,26,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC5642541,0,0,0,11,0,0,0,0,0,2,0,22,0,1,147,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5642619,0,0,3,27,0,0,0,0,0,2,0,23,0,1,197,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0
PMC5643144,0,0,1,2,77,0,0,0,6,2,0,27,0,1,190,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5643981,0,0,1,4,5,0,0,0,2,0,0,4,0,25,377,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PMC5644636,0,0,8,53,5,0,0,0,0,70,38,143,0,7,446,28,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5644950,0,0,5,14,1,0,0,0,0,0,0,29,0,12,469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC5645165,0,0,17,1,1,0,0,0,1,43,5,104,0,0,358,1,0,0,0,11,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
PMC5645386,0,0,3,5,10,0,0,0,0,5,0,18,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC5645609,0,0,2,20,1,0,0,0,0,0,0,7,0,2,227,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5646140,0,0,1,19,5,0,0,0,0,0,0,9,0,0,264,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0
PMC5646343,0,0,6,16,0,0,0,0,0,0,0,14,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
PMC5646862,0,0,9,1,4,0,0,1,4,1,0,10,0,9,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5646999,0,0,0,20,2,0,0,0,0,2,0,9,0,8,334,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5647805,0,0,4,8,3,0,0,3,6,7,7,34,0,6,152,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0
PMC5648315,0,0,1,45,3,0,0,0,0,1,0,8,0,15,428,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0
PMC5648452,0,0,8,54,4,0,0,0,6,2,1,10,0,11,210,0,0,0,0,0,0,1,1,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5649567,0,0,1,7,1,0,0,0,0,8,1,24,0,0,149,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5650309,0,0,2,9,0,0,0,0,0,0,0,10,0,0,124,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5650419,0,0,4,8,0,0,0,0,0,0,0,28,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5650714,9,0,95,80,6,0,0,54,6,3,3,170,2,2,452,3,4,0,9,12,15,8,21,0,21,3,0,0,1,7,0,0,1,0,0,0,0,0,3
PMC5651269,0,0,41,17,3,0,0,0,0,0,0,46,0,4,406,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5651811,0,0,7,17,2,0,0,0,0,0,0,46,0,1,219,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5652512,0,0,0,2,0,0,0,2,1,0,0,14,0,0,275,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5652721,0,0,0,35,0,0,0,0,0,1,0,11,0,4,195,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
PMC5652852,0,0,0,12,6,0,0,0,0,37,2,45,0,4,209,0,0,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC5653324,0,0,15,9,15,0,0,3,12,0,0,18,0,3,286,0,1,1,0,3,1,32,1,5,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0
PMC5653712,0,0,0,43,0,0,0,0,0,1,0,16,0,8,245,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5654089,0,0,0,0,28,0,0,10,15,1,0,57,0,5,144,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0
PMC5654549,0,0,18,10,1,0,0,0,1,0,0,2,0,5,202,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5654932,0,0,11,33,3,0,0,0,0,0,0,12,0,6,339,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5655011,0,0,12,46,2,0,0,0,0,0,0,4,0,5,387,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5655488,0,0,0,11,0,0,0,0,0,0,0,4,0,1,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5655976,0,0,43,3,5,0,0,14,0,0,0,43,30,0,169,0,8,5,0,3,1,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5656614,0,0,10,47,1,0,0,0,0,0,0,6,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5657469,0,0,4,32,0,0,0,0,0,0,0,3,0,5,221,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC5658658,0,0,54,12,0,0,0,5,11,0,0,18,0,0,237,0,0,0,0,0,0,6,0,37,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
PMC5659212,1,0,6,34,23,0,0,10,7,4,3,57,67,8,394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
PMC5660112,0,0,6,16,9,0,0,16,4,1,1,96,2,29,317,8,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
PMC5660878,0,0,0,1,47,0,0,0,0,0,0,14,0,2,298,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
PMC5661704,0,0,0,7,0,0,0,0,0,0,0,13,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5662581,0,0,1,15,4,0,0,0,0,0,0,5,0,0,134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5662626,0,0,3,7,0,0,0,0,0,0,0,26,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5663208,0,0,0,25,0,0,0,0,0,0,0,5,0,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5663727,0,0,9,7,7,0,0,1,2,0,0,24,0,2,64,0,0,0,0,2,1,0,2,11,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0
PMC5664494,0,0,1,23,6,0,0,0,0,0,0,21,0,10,231,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5665046,0,0,1,20,0,0,0,0,0,22,6,77,0,0,122,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
PMC5665993,0,0,0,1,0,0,0,0,0,0,0,69,2,7,317,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
PMC5666138,0,0,3,10,28,0,0,2,14,2,2,43,1,0,207,13,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5666335,0,0,2,4,2,0,0,0,0,0,0,11,0,0,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5666700,0,0,1,197,3,0,0,0,0,0,0,17,0,7,510,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5666805,0,0,7,5,0,0,0,0,0,0,0,1,0,4,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5667486,0,0,4,13,2,0,0,0,0,0,0,67,0,1,162,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
PMC5667979,0,0,4,16,0,0,0,0,0,10,10,14,0,0,117,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
PMC5668558,0,0,0,0,19,0,0,0,0,14,12,35,0,1,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5669927,0,0,14,25,1,0,0,0,0,0,0,38,0,4,174,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
PMC5670207,0,0,0,14,0,0,0,0,0,4,0,9,0,2,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5670504,0,0,11,2,8,0,0,0,0,3,0,8,1,3,341,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
PMC5671655,0,0,7,14,1,0,0,0,0,0,0,12,0,4,328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5673124,0,0,15,10,0,0,0,0,0,0,0,21,0,1,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PMC5674047,0,0,0,1,10,0,0,0,0,2,0,7,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5675663,0,0,1,13,0,0,0,0,0,2,0,16,0,8,141,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PMC5675679,0,0,8,5,1,0,0,0,0,0,0,35,0,1,170,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
PMC5675861,0,0,0,2,1,0,0,3,6,0,0,42,2,32,166,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PMC5676931,0,0,3,15,2,0,0,0,0,0,0,53,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5677344,0,0,0,0,9,0,0,0,0,0,0,6,0,4,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5678030,0,0,3,6,0,0,0,0,0,2,1,10,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMC5678241,0,0,4,7,5,0,0,2,24,1,0,49,0,5,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,13,0,0,0,1
